,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,MultipleLines,TenureMonths,ChargeGroup
5947,2017-02-01,2019-11-01,Two year,Yes,Mailed check,24.5,740.3,1,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,33,Low
5948,2014-04-01,,Two year,No,Bank transfer (automatic),84.6,5706.2,0,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,71,High
5949,2014-06-01,,Month-to-month,No,Electronic check,44.95,3085.35,0,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Unknown,69,Medium
5950,2020-01-01,,Month-to-month,Yes,Electronic check,24.7,24.7,0,DSL,No,No,No,No,No,No,Male,0,No,Yes,Unknown,1,Low
5951,2017-01-01,,Month-to-month,No,Credit card (automatic),100.3,3541.4,0,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,38,Very High
5952,2019-10-01,,Month-to-month,Yes,Mailed check,25.45,84.2,0,No,No,No,No,No,No,No,Female,0,No,Yes,Yes,4,Low
5953,2020-01-01,,Month-to-month,Yes,Mailed check,50.7,50.7,0,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1,Medium
5954,2018-06-01,,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,Unknown,20,Medium
5955,2014-02-01,,Two year,No,Bank transfer (automatic),68.4,4855.35,0,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,73,Medium
5956,2017-04-01,2019-11-01,Month-to-month,Yes,Electronic check,89.9,2806.9,1,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,31,High
5957,2018-07-01,2020-01-01,Month-to-month,No,Electronic check,78.55,1422.65,1,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,18,High
5958,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,0,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,No,11,Medium
5959,2017-05-01,,Two year,No,Credit card (automatic),19.8,641.35,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,34,Low
5960,2014-12-01,,One year,No,Electronic check,84.45,4959.15,0,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,63,High
5961,2020-01-01,,Month-to-month,No,Mailed check,35.9,35.9,0,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,Unknown,1,Low
5962,2018-10-01,,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,No,16,High
5963,2018-04-01,,One year,Yes,Mailed check,78.65,1663.75,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,22,High
5964,2016-01-01,,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,0,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,50,Medium
5965,2017-02-01,,One year,Yes,Credit card (automatic),63.7,2188.5,0,DSL,Yes,No,Yes,No,No,Yes,Male,0,Yes,Yes,No,36,Medium
5966,2016-05-01,2019-11-01,Month-to-month,Yes,Electronic check,99.45,4138.05,1,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,43,Very High
5967,2019-07-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,1,DSL,No,No,No,No,No,No,Male,1,No,No,Unknown,4,Low
5968,2018-12-01,2019-12-01,One year,No,Mailed check,74.05,872.65,1,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,12,High
5969,2017-07-01,,Month-to-month,No,Electronic check,87.6,2724.25,0,Fiber optic,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,32,High
5970,2019-09-01,,Month-to-month,Yes,Electronic check,89.15,413.25,0,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,5,High
5971,2014-08-01,,Two year,No,Credit card (automatic),20.0,1374.2,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,67,Low
5972,2018-07-01,2019-10-01,Month-to-month,No,Credit card (automatic),55.0,757.1,1,DSL,No,No,No,Yes,No,No,Female,1,No,No,Yes,15,Medium
5973,2014-10-01,,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,65,Very High
5974,2019-04-01,,Month-to-month,Yes,Credit card (automatic),20.05,218.5,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,10,Low
5975,2019-05-01,2019-12-01,Month-to-month,Yes,Electronic check,89.75,608.8,1,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,7,High
5976,2017-09-01,,Month-to-month,No,Electronic check,34.3,1004.75,0,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Unknown,29,Low
5977,2015-05-01,,Two year,No,Bank transfer (automatic),20.65,1125.6,0,No,No,No,No,No,No,No,Male,0,No,No,No,58,Low
5978,2016-04-01,,Month-to-month,No,Mailed check,84.25,3847.6,0,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,47,High
5979,2015-09-01,,Two year,No,Bank transfer (automatic),19.65,978.0,0,No,No,No,No,No,No,No,Male,0,No,No,No,54,Low
5980,2018-09-01,,One year,No,Credit card (automatic),79.85,1387.35,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,17,High
5981,2016-12-01,,Two year,Yes,Mailed check,20.2,746.05,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,39,Low
5982,2018-11-01,,One year,No,Mailed check,19.8,304.6,0,No,No,No,No,No,No,No,Male,0,No,No,No,15,Low
5983,2018-04-01,,Month-to-month,Yes,Electronic check,50.35,1098.85,0,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,No,Unknown,22,Medium
5984,2018-11-01,2020-01-01,Month-to-month,Yes,Electronic check,85.15,1139.2,1,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,14,High
5985,2015-05-01,,One year,No,Bank transfer (automatic),74.6,4368.95,0,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,58,High
5986,2019-03-01,,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,11,High
5987,2020-01-01,,Two year,No,Mailed check,20.35,20.35,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,Low
5988,2019-02-01,,Two year,No,Bank transfer (automatic),21.05,262.05,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,12,Low
5989,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,94.6,279.55,1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,3,Very High
5990,2017-02-01,,Month-to-month,Yes,Electronic check,94.7,3512.5,0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,Yes,No,36,Very High
5991,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.25,1483.25,1,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,No,16,Very High
5992,2014-05-01,2019-10-01,One year,No,Credit card (automatic),72.45,4653.85,1,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,66,High
5993,2019-12-01,,Month-to-month,No,Electronic check,74.95,151.75,0,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,2,High
5994,2016-06-01,2019-12-01,Month-to-month,Yes,Electronic check,105.2,4400.75,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,43,Very High
5995,2014-02-01,,Two year,No,Bank transfer (automatic),111.95,8033.1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,73,Very High
5996,2014-12-01,,Two year,No,Bank transfer (automatic),19.85,1253.65,0,No,No,No,No,No,No,No,Male,0,No,No,No,63,Low
5997,2019-08-01,,Month-to-month,Yes,Electronic check,89.75,552.65,0,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,6,High
5998,2016-02-01,,Two year,Yes,Mailed check,20.05,1036.0,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,49,Low
5999,2017-03-01,,Two year,Yes,Electronic check,108.95,4025.5,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,36,Very High
6000,2015-10-01,,One year,No,Credit card (automatic),19.65,928.4,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,53,Low
6001,2020-01-01,,Month-to-month,Yes,Mailed check,24.9,24.9,0,DSL,No,No,No,No,No,No,Female,0,No,No,Unknown,1,Low
6002,2019-05-01,2019-11-01,Month-to-month,Yes,Electronic check,82.85,460.25,1,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,6,High
6003,2014-03-01,,Two year,No,Credit card (automatic),93.2,6506.15,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,72,High
6004,2014-07-01,,One year,No,Bank transfer (automatic),84.8,5598.3,0,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,68,High
6005,2015-02-01,,One year,Yes,Electronic check,71.75,4374.55,0,DSL,Yes,Yes,No,No,No,Yes,Male,1,No,No,Yes,61,High
6006,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,Unknown,23,Low
6007,2016-11-01,,One year,No,Bank transfer (automatic),54.85,2191.7,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,Yes,Unknown,40,Medium
6008,2018-11-01,,One year,Yes,Mailed check,19.5,239.75,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,15,Low
6009,2015-05-01,2019-10-01,Month-to-month,Yes,Electronic check,103.85,5485.5,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,54,Very High
6010,2018-02-01,,Two year,No,Mailed check,24.2,609.05,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,24,Low
6011,2017-01-01,,Month-to-month,No,Electronic check,19.35,683.75,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,38,Low
6012,2019-08-01,2020-01-01,Month-to-month,Yes,Electronic check,83.6,404.2,1,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,Yes,No,5,High
6013,2015-12-01,,One year,Yes,Electronic check,100.65,5189.75,0,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,51,Very High
6014,2015-08-01,,One year,Yes,Credit card (automatic),94.1,5060.9,0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,55,Very High
6015,2019-11-01,,Month-to-month,Yes,Electronic check,74.55,233.65,0,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,3,High
6016,2014-02-01,2019-10-01,One year,No,Electronic check,108.45,7176.55,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,69,Very High
6017,2019-09-01,,Month-to-month,No,Electronic check,56.15,291.45,0,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,No,5,Medium
6018,2017-05-01,,Two year,No,Mailed check,20.35,689.75,0,No,No,No,No,No,No,No,Male,0,No,No,No,34,Low
6019,2016-09-01,,One year,Yes,Electronic check,80.55,3263.9,0,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,42,High
6020,2017-04-01,,One year,No,Mailed check,61.25,1993.2,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Unknown,35,Medium
6021,2019-01-01,,Month-to-month,Yes,Mailed check,20.45,254.5,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,13,Low
6022,2018-06-01,,Month-to-month,Yes,Credit card (automatic),18.9,347.65,0,No,No,No,No,No,No,No,Female,0,No,No,No,20,Low
6023,2015-11-01,,Two year,No,Credit card (automatic),19.6,967.9,0,No,No,No,No,No,No,No,Female,1,No,No,No,52,Low
6024,2019-09-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,3,High
6025,2016-09-01,,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,0,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,42,Medium
6026,2019-01-01,,Month-to-month,No,Credit card (automatic),19.45,232.1,0,No,No,No,No,No,No,No,Female,0,No,No,No,13,Low
6027,2017-03-01,,Two year,No,Bank transfer (automatic),25.45,809.25,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,36,Low
6028,2018-12-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),80.85,866.45,1,Fiber optic,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,12,High
6029,2019-10-01,,Month-to-month,Yes,Mailed check,94.9,360.55,0,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,4,Very High
6030,2016-04-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,1,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,Unknown,44,Medium
6031,2019-02-01,,Month-to-month,Yes,Mailed check,29.3,355.9,0,DSL,No,No,No,Yes,No,No,Female,1,Yes,Yes,Unknown,12,Low
6032,2014-04-01,2019-12-01,Month-to-month,Yes,Electronic check,105.3,7299.65,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,69,Very High
6033,2017-10-01,2019-11-01,Month-to-month,Yes,Electronic check,88.95,2291.2,1,Fiber optic,No,Yes,No,No,Yes,No,Male,1,No,No,Yes,25,High
6034,2019-07-01,,One year,No,Mailed check,20.25,129.15,0,No,No,No,No,No,No,No,Female,0,No,No,No,7,Low
6035,2014-06-01,2019-12-01,One year,Yes,Electronic check,110.85,7491.75,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,67,Very High
6036,2015-09-01,,One year,No,Electronic check,110.5,5835.5,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,54,Very High
6037,2014-11-01,,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,64,Very High
6038,2013-12-01,2019-10-01,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,71,Very High
6039,2017-08-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,DSL,No,No,No,No,No,Yes,Male,1,Yes,No,Unknown,27,Low
6040,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,70.75,70.75,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1,High
6041,2019-09-01,,Month-to-month,No,Mailed check,19.95,109.6,0,No,No,No,No,No,No,No,Female,0,No,No,No,5,Low
6042,2017-01-01,,One year,No,Mailed check,19.6,727.8,0,No,No,No,No,No,No,No,Female,1,Yes,No,No,38,Low
6043,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,40.15,130.75,1,DSL,No,No,Yes,No,Yes,No,Male,0,No,No,Unknown,3,Low
6044,2019-02-01,,Month-to-month,Yes,Electronic check,76.6,893.0,0,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,12,High
6045,2016-12-01,,One year,No,Credit card (automatic),19.6,763.1,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,39,Low
6046,2019-05-01,,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,No,9,High
6047,2019-01-01,,Month-to-month,Yes,Electronic check,65.85,902.25,0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,13,Medium
6048,2017-08-01,2020-01-01,Month-to-month,Yes,Electronic check,94.45,2653.65,1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,29,Very High
6049,2016-03-01,,Two year,No,Credit card (automatic),20.05,1016.7,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,48,Low
6050,2015-01-01,,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,Fiber optic,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,62,Very High
6051,2018-10-01,,Month-to-month,No,Mailed check,20.0,275.7,0,No,No,No,No,No,No,No,Male,0,No,No,No,16,Low
6052,2016-09-01,,Two year,No,Electronic check,78.45,3126.45,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,42,High
6053,2016-07-01,,Two year,Yes,Electronic check,25.1,1070.15,0,No,No,No,No,No,No,No,Female,0,No,Yes,Yes,44,Low
6054,2016-12-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,36,Very High
6055,2019-08-01,,Month-to-month,Yes,Electronic check,55.0,340.4,0,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,6,Medium
6056,2015-04-01,,One year,Yes,Credit card (automatic),71.1,4299.2,0,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,59,High
6057,2018-07-01,,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,No,19,Medium
6058,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,11,Medium
6059,2016-11-01,,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,Unknown,40,Low
6060,2019-06-01,,Month-to-month,Yes,Electronic check,87.1,713.6,0,Fiber optic,No,Yes,No,No,Yes,No,Female,1,No,No,No,8,High
6061,2017-12-01,,Month-to-month,Yes,Mailed check,49.5,1265.65,0,DSL,No,No,No,No,No,No,Female,0,No,Yes,Yes,26,Medium
6062,2015-09-01,,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,54,High
6063,2014-04-01,,Two year,Yes,Mailed check,19.2,1401.4,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,71,Low
6064,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,45.3,45.3,1,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Unknown,1,Medium
6065,2015-03-01,,Two year,No,Mailed check,25.0,1510.5,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,60,Low
6066,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,94.95,178.1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,2,Very High
6067,2019-07-01,,One year,No,Mailed check,35.3,264.8,0,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,Unknown,7,Low
6068,2018-11-01,2019-11-01,Month-to-month,Yes,Electronic check,44.55,480.6,1,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,12,Medium
6069,2015-03-01,,One year,No,Credit card (automatic),76.75,4541.9,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,60,High
6070,2015-01-01,,Two year,Yes,Bank transfer (automatic),81.0,4976.15,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,62,High
6071,2014-02-01,,Two year,Yes,Bank transfer (automatic),105.55,7542.25,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,73,Very High
6072,2019-01-01,,Month-to-month,No,Mailed check,18.8,251.25,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,13,Low
6073,2014-10-01,,One year,No,Mailed check,24.9,1595.5,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,65,Low
6074,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,23.45,23.45,1,DSL,No,No,No,No,No,No,Male,0,Yes,No,Unknown,1,Low
6075,2019-04-01,,One year,No,Mailed check,64.9,685.55,0,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,No,10,Medium
6076,2014-09-01,,One year,No,Bank transfer (automatic),61.35,3874.1,0,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,66,Medium
6077,2014-12-01,,Two year,No,Mailed check,113.95,6891.4,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,63,Very High
6078,2015-07-01,,One year,Yes,Electronic check,90.15,4916.95,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,56,High
6079,2018-01-01,,Month-to-month,No,Electronic check,54.1,1373.0,0,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,25,Medium
6080,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,29.7,29.7,1,DSL,Yes,No,No,No,No,No,Male,0,No,No,Unknown,1,Low
6081,2020-01-01,,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1,Medium
6082,2014-12-01,2019-11-01,Month-to-month,No,Electronic check,101.1,6039.9,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,60,Very High
6083,2014-10-01,,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,No,No,No,No,No,No,No,Male,1,Yes,Yes,Yes,65,Low
6084,2017-02-01,,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,36,Very High
6085,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,50.65,151.3,1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,3,Medium
6086,2015-01-01,,Two year,Yes,Mailed check,69.9,4226.7,0,DSL,Yes,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,62,High
6087,2017-12-01,,One year,Yes,Bank transfer (automatic),39.95,1023.75,0,DSL,No,Yes,No,No,Yes,No,Male,0,No,Yes,Unknown,26,Low
6088,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,55.4,55.4,1,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,1,Medium
6089,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,90.6,90.6,1,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,1,High
6090,2014-06-01,,Two year,Yes,Credit card (automatic),103.25,7074.4,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,69,Very High
6091,2019-09-01,2019-11-01,Month-to-month,Yes,Mailed check,86.85,156.35,1,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes,2,High
6092,2014-02-01,,Two year,Yes,Bank transfer (automatic),94.25,6849.75,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,73,Very High
6093,2014-03-01,,Two year,Yes,Electronic check,47.05,3263.6,0,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Unknown,72,Medium
6094,2015-05-01,,Two year,No,Credit card (automatic),20.55,1252.85,0,No,No,No,No,No,No,No,Male,0,No,No,No,58,Low
6095,2019-10-01,,Month-to-month,Yes,Mailed check,19.65,67.55,0,No,No,No,No,No,No,No,Male,0,No,No,No,4,Low
6096,2020-01-01,,Month-to-month,Yes,Electronic check,70.2,70.2,0,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1,High
6097,2014-02-01,,Two year,No,Credit card (automatic),81.0,5750.0,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,73,High
6098,2018-05-01,,One year,Yes,Bank transfer (automatic),75.9,1549.75,0,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,21,High
6099,2014-03-01,,Two year,No,Bank transfer (automatic),24.7,1810.55,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,72,Low
6100,2017-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,29,Very High
6101,2014-05-01,,Two year,No,Credit card (automatic),110.25,7467.55,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,70,Very High
6102,2014-10-01,,Two year,Yes,Credit card (automatic),85.0,5484.4,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,65,High
6103,2018-10-01,,Month-to-month,No,Credit card (automatic),19.75,294.9,0,No,No,No,No,No,No,No,Male,0,No,No,No,16,Low
6104,2019-10-01,,One year,No,Electronic check,23.9,97.5,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,4,Low
6105,2015-07-01,2019-11-01,One year,Yes,Credit card (automatic),111.25,5916.45,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,53,Very High
6106,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,55.1,113.35,1,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,2,Medium
6107,2020-01-01,,Month-to-month,No,Mailed check,19.95,19.95,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
6108,2018-08-01,,Month-to-month,No,Mailed check,25.15,476.8,0,DSL,No,No,No,No,No,No,Male,0,No,No,Unknown,18,Low
6109,2019-12-01,,Month-to-month,No,Mailed check,54.15,101.65,0,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,2,Medium
6110,2018-07-01,,Month-to-month,Yes,Mailed check,59.8,1130.85,0,DSL,No,Yes,No,No,No,Yes,Female,0,Yes,No,No,19,Medium
6111,2016-10-01,,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,41,High
6112,2014-08-01,,One year,Yes,Electronic check,104.9,6891.45,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,Yes,Yes,67,Very High
6113,2018-05-01,,Month-to-month,No,Mailed check,75.3,1570.7,0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,21,High
6114,2019-06-01,,Month-to-month,Yes,Electronic check,66.65,520.95,0,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,No,No,8,Medium
6115,2014-02-01,,Two year,Yes,Credit card (automatic),109.5,7854.9,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,73,Very High
6116,2016-02-01,,One year,Yes,Bank transfer (automatic),73.85,3581.4,0,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,49,High
6117,2014-05-01,,Two year,Yes,Bank transfer (automatic),19.3,1447.9,0,No,No,No,No,No,No,No,Male,0,No,No,No,70,Low
6118,2014-02-01,,Two year,Yes,Electronic check,118.2,8547.15,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,73,Very High
6119,2018-12-01,,One year,No,Credit card (automatic),51.45,727.85,0,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,14,Medium
6120,2019-08-01,,Month-to-month,No,Electronic check,59.45,357.6,0,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,6,Medium
6121,2019-06-01,,Two year,No,Bank transfer (automatic),19.5,159.35,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,8,Low
6122,2018-09-01,,One year,No,Mailed check,19.55,280.85,0,No,No,No,No,No,No,No,Female,0,No,No,No,17,Low
